project,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantElements_last,quantFieldsDeprecated_last,quantFieldsDeprecatedWithRelMessage_last,quantTypes_last,quantTypesDeprecated_last,quantTypesDeprecatedWithRelMessage_last,quantMethods_last,quantMethodsDeprecated_last,quantMethodsDeprecatedWithRelMessage_last,quantElements_last,quantElementsDeprecated_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecated_last,avgPopularity,avgSize,avgCommunity,avgActivity,avgMaturity,avgAll,category,category2
gerrit-trigger-plugin,git://github.com/jenkinsci/gerrit-trigger-plugin.git,118,183,46,130,8045,50,412,20,1893,37.86,1061,8.9565217391,46.2826086957,101,2129,0,0,213,0,0,1815,14,6,2129,14,6,42.8571428571,0.657585721,119.25,46812.3333333333,33.7463768116,27.6195652174,1893,9777.1898550725,Application,Non-library
poi,git://github.com/apache/poi.git,104,21,0,99,133952,72,4356,18,4949,68.7361111111,6500,#DIV/0!,#DIV/0!,6675,41475,71,4,3458,90,10,31342,285,177,41475,446,191,42.8251121076,1.0753465943,56,58398.3333333333,#DIV/0!,#DIV/0!,4949,#DIV/0!,Application,Non-library
owlapi,git://github.com/owlcs/owlapi.git,122,33,9,97,131663,13,2057,7,2408,185.2307692308,2106,228.5555555556,2418.7777777778,1551,21769,4,4,2225,32,28,17993,102,27,21769,138,59,42.7536231884,0.6339289816,65.25,59235.6666666667,885.4444444444,1323.6666666667,2408,12783.6055555556,Non-web libraries and frameworks,Library
fred,git://github.com/freenet/fred.git,175,46,59,82,154099,1940,1839,66,3859,1.9891752577,29022,31.1694915254,365.3728813559,4366,21557,7,1,1606,10,8,15585,51,20,21557,68,29,42.6470588235,0.3154427796,90.5,17977,151.8474576271,198.2711864407,3859,4455.3237288136,Application,Non-library
spring-webflow,git://github.com/spring-projects/spring-webflow.git,101,33,11,99,31422,38,952,14,3163,83.2368421053,2476,86.5454545455,682.5454545455,130,7508,2,0,915,9,7,6463,8,1,7508,19,8,42.1052631579,0.253063399,61,226537,260.0303030303,384.5454545455,3163,46081.1151515152,Software tools,Non-library
lucene-solr,git://github.com/apache/lucene-solr.git,1116,205,25,774,662977,40,9126,124,1983,49575,15648,365.04,3045.64,13093,76141,23,11,8104,20,12,54944,74,26,76141,117,49,41.8803418803,0.1536622844,530,43362,1145.2266666667,1705.34,1983,9745.1133333333,Non-web libraries and frameworks,Library
platform_packages_apps_email,git://github.com/android/platform_packages_apps_email.git,106,18,29,99,53509,158,436,56,2403,15.2088607595,13950,15.0344827586,167.1724137931,1281,4848,26,6,403,0,0,3164,16,11,4848,42,17,40.4761904762,0.8663366337,63,7032.3333333333,70.4022988506,91.1034482759,2403,1931.967816092,Non-web libraries and frameworks,Library
spring-data-redis,git://github.com/spring-projects/spring-data-redis.git,223,84,22,168,15822,40,427,59,1840,46,1180,19.4090909091,324.4545454545,133,7138,0,0,431,5,2,6574,15,6,7138,20,8,40,0.2801905296,124.25,45498.6666666667,121.9545454545,171.9318181818,1840,9551.3606060606,Non-web libraries and frameworks,Library
Chronicle-Map,git://github.com/OpenHFT/Chronicle-Map.git,257,52,9,54,128988,58,370,7,397,6.8448275862,1737,41.1111111111,517.7777777778,625,4660,0,0,519,4,3,3516,11,3,4660,15,6,40,0.321888412,93,148602,189.2962962963,279.4444444444,397,29912.1481481481,Application,Non-library
bndtools,git://github.com/bndtools/bndtools.git,152,35,20,66,439514,31,1632,6,2380,76.7741935484,2494,81.6,233.75,529,4675,2,0,583,0,0,3563,8,4,4675,10,4,40,0.2139037433,68.25,15621.3333333333,111.7833333333,157675,2380,3667.8083333333,Application,Non-library
GeoGig,git://github.com/boundlessgeo/GeoGig.git,283,74,28,75,40960,16,1229,28,1207,75.4375,1835,43.8928571429,303.3571428571,792,8494,0,0,1050,0,0,6652,10,4,8494,10,4,40,0.1177301625,115,48178.6666666667,125.0833333333,173625,1207,9959875,Application,Non-library
material-dialogs,git://github.com/afollestad/material-dialogs.git,3584,257,36,665,135899,70,143,2,289,4.1285714286,1010,3.9722222222,20.0833333333,128,723,0,0,43,0,0,552,5,2,723,5,2,40,0.6915629322,1135.5,1384,20.0185185185,12.0277777778,289,568.1092592593,Non-web libraries and frameworks,Library
sql2o,git://github.com/aaberg/sql2o.git,177,32,16,59,3239,49,190,8,1553,31.693877551,545,11875,82625,141,1322,0,0,215,0,0,966,5,2,1322,5,2,40,0.378214826,71,14270.3333333333,36.8333333333,47.25,1553,3195.6833333333,Non-web libraries and frameworks,Library
weave,git://github.com/continuuity/weave.git,108,63,6,23,41216,6,273,13,367,61.1666666667,393,45.5,399.8333333333,82,2399,0,0,352,0,0,1965,5,2,2399,5,2,40,0.2084201751,50,16413.6666666667,150.4444444444,222.6666666667,367,3440.7555555556,Software tools,Non-library
SIREn,git://github.com/rdelbru/SIREn.git,100,28,2,35,46386,6,456,8,168,28,7,228,1779.5,428,3559,0,0,584,5,2,2547,0,0,3559,5,2,40,0.1404889014,41.25,3529,669.8333333333,1003.75,168,1082.3666666667,Non-web libraries and frameworks,Library
spring-data-solr,git://github.com/spring-projects/spring-data-solr.git,173,93,11,110,6672,30,356,25,1184,39.4666666667,484,32.3636363636,333,145,3663,0,0,410,0,0,3108,5,2,3663,5,2,40,0.1365001365,96.75,7505.3333333333,125.4545454545,182.6818181818,1184,1818.8439393939,Non-web libraries and frameworks,Library
OpenGrok,git://github.com/OpenGrok/OpenGrok.git,621,87,31,143,17941,15,912,4,3192,212.8,1889,29.4193548387,127.4516129032,511,3951,0,0,384,0,0,3056,5,2,3951,5,2,40,0.1265502404,220.5,2829.6666666667,62.623655914,78.435483871,3192,1276.6451612903,Software tools,Non-library
gwt-maven-plugin,git://github.com/gwt-maven-plugin/gwt-maven-plugin.git,126,24,19,77,4223,18,315,3,1704,94.6666666667,404,16.5789473684,35.3684210526,25,672,1,1,151,1,1,496,3,0,672,5,2,40,0.744047619,61.5,73630,23.649122807,25.9736842105,1704,15089.0245614035,Application,Non-library
pentaho-platform,git://github.com/pentaho/pentaho-platform.git,138,80,74,337,214332,36,5886,46,1430,39.7222222222,5851,79.5405405405,330.1756756757,2754,24433,1,1,2252,30,19,19427,100,32,24433,131,52,39.6946564885,0.5361601113,157.25,69649,161.2387387387,204.8581081081,1430,14320.4693693694,Non-web libraries and frameworks,Library
jetty.project,git://github.com/eclipse/jetty.project.git,555,119,20,394,180872,222,3642,14,2349,10.5810810811,11198,182.1,1419.7,2366,28394,11,2,3304,15,6,22724,75,32,28394,101,40,39.603960396,0.3557089526,272,63730.3333333333,540.6,800.9,2349,13538.5666666667,Application,Non-library
infinispan,git://github.com/infinispan/infinispan.git,394,62,89,300,156264,175,6533,15,2347,13.4114285714,7466,73.404494382,633.8202247191,5774,56410,23,1,6844,34,18,43792,146,61,56410,203,80,39.4088669951,0.3598652721,211.25,67491.6666666667,265.4082397004,353.6123595506,2347,14133.7874531835,Software tools,Non-library
camunda-bpm-platform,git://github.com/camunda/camunda-bpm-platform.git,169,54,51,164,139679,28,6386,56,1890,67.5,7466,125.2156862745,807.6274509804,7199,41189,29,6,3656,8,2,30334,96,44,41189,133,52,39.0977443609,0.3229017456,109.5,33380.6666666667,327.9477124183,466.4215686275,1890,7234.9071895425,Non-web libraries and frameworks,Library
Mekanism,git://github.com/aidancbrady/Mekanism.git,239,75,58,163,56987,3,1966,5,1077,359,3216,33.8965517241,217.9482758621,2958,12641,1,1,1218,2,0,8465,36,14,12641,39,15,38.4615384615,0.3085198956,133.75,7152.6666666667,103.2816091954,125.9224137931,1077,1718.524137931,Application,Non-library
workflow-plugin,git://github.com/jenkinsci/workflow-plugin.git,365,244,33,96,8355,25,462,6,469,18.76,2018,14,87.4242424242,236,2885,0,0,483,1,1,2166,20,7,2885,21,8,38.0952380952,0.7279029463,184.5,835239,44.8080808081,50.7121212121,469,167197.604040404,Application,Non-library
flink,git://github.com/apache/flink.git,567,102,200,372,2498939,12,3893,29,1710,142.5,7429,19465,157715,2651,31543,7,0,4874,29,0,24018,73,41,31543,109,41,37.6146788991,0.3455600292,310.25,13715.6666666667,125.7266666667,88.59,1710,3190.0466666667,Non-web libraries and frameworks,Library
google-http-java-client,git://github.com/google/google-http-java-client.git,196,40,8,71,9174,27,430,19,1538,56.962962963,423,53.75,387125,437,3097,2,2,398,4,2,2262,18,5,3097,24,9,37.5,0.7749434937,78.75,25711.6666666667,149625,220.4375,1538,5539.6958333333,Web libraries and frameworks,Library
jbpm,git://github.com/droolsjbpm/jbpm.git,391,147,62,549,71164,56,2874,16,1793,32.0178571429,2739,46.3548387097,346.2419354839,1576,21467,0,0,1942,5,3,17949,19,6,21467,24,9,37.5,0.1117995062,287.25,137279.333333333,151.5322580645,196.2983870968,1793,27941.4827956989,Application,Non-library
robovm,git://github.com/robovm/robovm.git,1427,153,20,231,377118,29,13253,6,1846,63.6551724138,2739,662.65,6719.6,14482,134392,101,69,14001,60,38,105909,672,204,134392,833,311,37.3349339736,0.6198285612,457.75,84113,2467.4166666667,3691125,1846,18515.0583333333,Software tools,Non-library
nd4j,git://github.com/deeplearning4j/nd4j.git,189,42,21,103,116470,17,1477,44,356,20.9411764706,1365,70.3333333333,672.1428571429,1352,14115,33,20,656,2,0,12107,32,5,14115,67,25,37.3134328358,0.4746723344,88.75,55357,254.4920634921,371.2380952381,356,11285.496031746,Non-web libraries and frameworks,Library
fixflow,git://github.com/fixteam/fixflow.git,188,71,12,161,148309,6,3647,15,538,89.6666666667,1866,303.9166666667,1422.6666666667,5139,17072,0,0,1166,0,0,10767,11,4,17072,11,4,36.3636363636,0.0644329897,108,42565,579.5277777778,863.2916666667,538,8930.7638888889,Software tools,Non-library
closure-compiler,git://github.com/google/closure-compiler.git,1563,150,200,354,109503,48,1120,2,2117,44.1041666667,5813,5.6,134.37,2125,26874,1,1,1583,0,0,23166,10,3,26874,11,4,36.3636363636,0.0409317556,566.75,17067.6666666667,113.3233333333,69985,2117,3986945,Software tools,Non-library
astyanax,git://github.com/Netflix/astyanax.git,755,312,50,314,23670,73,659,8,1457,19.9589041096,982,13.18,155.44,445,7772,1,0,704,10,5,6623,69,24,7772,80,29,36.25,1.0293360782,357.75,6429,72.8733333333,84.31,1457,1680.1866666667,Web libraries and frameworks,Library
spring-amqp,git://github.com/spring-projects/spring-amqp.git,164,31,24,146,11092,47,423,8,1871,39.8085106383,883,17625,169.5833333333,212,4070,1,1,460,1,0,3398,12,4,4070,14,5,35.7142857143,0.343980344,91.25,184440.333333333,70.4027777778,93.6041666667,1871,37313.3180555556,Software tools,Non-library
hadoop,git://github.com/apache/hadoop.git,928,318,49,1040,541392,203,7859,152,2285,11.2561576355,11514,160.387755102,2162.5306122449,13768,105964,169,6,10210,25,19,81986,270,139,105964,464,164,35.3448275862,0.4378845646,583.75,38132.6666666667,790.6394557823,1161.4591836735,2285,8590.7030612245,Software tools,Non-library
openstack-java-sdk,git://github.com/woorea/openstack-java-sdk.git,133,46,32,161,8103,15,331,8,1249,83.2666666667,656,10.34375,94.40625,84,3021,0,0,582,3,1,2355,17,6,3021,20,7,35,0.6620324396,93,14727,45.5833333333,52375,1249,3233.3916666667,Non-web libraries and frameworks,Library
rabbitmq-java-client,git://github.com/rabbitmq/rabbitmq-java-client.git,120,30,23,79,40829,69,331,433,2576,37.3333333333,2816,14.3913043478,139.9565217391,247,3219,0,0,360,0,0,2612,12,4,3219,12,4,33.3333333333,0.3727865797,63,3554.6666666667,59.115942029,77.1739130435,2576,1265.9913043478,Web libraries and frameworks,Library
AndroidCaldavSyncAdapater,git://github.com/gggard/AndroidCaldavSyncAdapater.git,205,42,6,83,6358,8,1087,5,297,37125,121,181.1666666667,403.3333333333,287,2420,0,0,353,0,0,1780,12,4,2420,12,4,33.3333333333,0.4958677686,84,11690.6666666667,196.8333333333,292.25,297,2512.15,Non-web libraries and frameworks,Library
UpdateChecker,git://github.com/rampo/UpdateChecker.git,493,34,21,88,32519,20,133,7,739,36.95,356,6.3333333333,6,27,126,0,0,14,0,0,85,9,3,126,9,3,33.3333333333,7.1428571429,159,1625,11.1111111111,6.1666666667,739,508.0555555556,Non-web libraries and frameworks,Library
governator,git://github.com/Netflix/governator.git,279,229,16,89,4364,71,385,5,1244,17.5211267606,731,24.0625,138.3125,115,2213,0,0,463,2,2,1635,7,1,2213,9,3,33.3333333333,0.4066877542,153.25,1880.3333333333,59.4583333333,81.1875,1244,683.6458333333,Web libraries and frameworks,Library
TestFX,git://github.com/TestFX/TestFX.git,161,45,18,41,3246,5,182,6,752,150.4,662,10.1111111111,97,179,1746,0,0,160,0,0,1407,6,2,1746,6,2,33.3333333333,0.3436426117,66.25,15043.3333333333,41.7037037037,53.5555555556,752,3191.3685185185,Non-web libraries and frameworks,Library
androidclient,git://github.com/kontalk/androidclient.git,189,38,13,64,42696,51,688,15,1543,30.2549019608,2504,52.9230769231,227.3846153846,528,2956,3,2,245,3,0,2183,0,0,2956,6,2,33.3333333333,0.2029769959,76,1577,97.7692307692,140.1538461538,1543,686.7846153846,Non-web libraries and frameworks,Library
semantic-versioning,git://github.com/jeluard/semantic-versioning.git,118,14,17,31,1735,32,40,3,1683,52.59375,270,2.3529411765,27.8823529412,29,474,1,0,50,0,0,395,2,1,474,3,1,33.3333333333,0.6329113924,45,1751.3333333333,15.7450980392,15.1176470588,1683,702.0392156863,Software tools,Non-library
infovore,git://github.com/paulhoule/infovore.git,113,24,2,15,4385,55,395,2,775,14.0909090909,624,197.5,741.5,346,1483,0,0,230,1,1,907,2,0,1483,3,1,33.3333333333,0.20229265,38.5,3122.3333333333,313.6666666667,469.5,775,943.8,Non-web libraries and frameworks,Library
ehcache3,git://github.com/ehcache/ehcache3.git,143,51,16,101,7246,3,638,2,541,180.3333333333,1062,39875,404625,444,6474,0,0,726,0,0,5304,3,1,6474,3,1,33.3333333333,0.046339203,77.75,17379.6666666667,153.5,222.25,541,3674.8333333333,Non-web libraries and frameworks,Library
dcm4che,git://github.com/dcm4che/dcm4che.git,107,72,15,86,44729,12,936,3,1801,150.0833333333,1712,62.4,488.8666666667,718,7333,0,0,530,0,0,6085,3,1,7333,3,1,33.3333333333,0.0409109505,70,12579.6666666667,188.7555555556,275.6333333333,1801,2983.0111111111,Application,Non-library
hibernate-validator,git://github.com/hibernate/hibernate-validator.git,167,27,22,118,29094,40,1312,7,2906,72.65,2531,59.6363636364,333.4090909091,381,7335,0,0,1511,1,1,5443,2,0,7335,3,1,33.3333333333,0.0408997955,83.5,52154.3333333333,138.3484848485,196.5227272727,2906,11095.7409090909,Non-web libraries and frameworks,Library
Web-Karma,git://github.com/usc-isi-i2/Web-Karma.git,121,63,23,62,147164,15,1964,25,1356,90.4,3486,85.3913043478,327.5652173913,991,7534,0,0,868,3,1,5675,0,0,7534,3,1,33.3333333333,0.039819485,67.25,9972.3333333333,145.3188405797,206.4782608696,1356,2349.4760869565,Application,Non-library
cascading,git://github.com/cwensel/cascading.git,271,36,10,182,21372,525,1011,22,2765,5.2666666667,2041,101.1,1074.7,980,10747,1,0,1077,0,0,8690,2,1,10747,3,1,33.3333333333,0.0279147669,124.75,32753.3333333333,395.2666666667,587.9,2765,7325.25,Non-web libraries and frameworks,Library
fitnesse,git://github.com/unclebob/fitnesse.git,639,99,74,352,84949,23,2564,2,3793,164.9130434783,4719,34.6486486486,149.6756756757,759,11076,0,0,1333,2,1,8984,1,0,11076,3,1,33.3333333333,0.0270855905,291,6691.3333333333,86.1081081081,92.1621621622,3793,2190.7207207207,Non-web libraries and frameworks,Library
PassAndroid,git://github.com/ligi/PassAndroid.git,130,13,3,32,8720,36,278,14,963,26.75,763,92.6666666667,328.3333333333,152,985,0,0,162,0,0,671,3,1,985,3,1,33.3333333333,0.3045685279,44.5,35863,141.3333333333,210.5,963,7444.4666666667,Application,Non-library
ioke,git://github.com/olabini/ioke.git,126,14,10,18,106604,10,0,5,1213,121.3,1847,0,488.3,787,4883,0,0,356,0,0,3740,3,1,4883,3,1,33.3333333333,0.0614376408,42,41809.3333333333,166.1,244.15,1213,8694.9166666667,System Software,Non-library
SeriesGuide,git://github.com/UweTrottmann/SeriesGuide.git,858,109,6,285,119726,281,819,5,1420,5.0533807829,6666,136.5,814.3333333333,1465,4886,3,1,533,0,0,2888,0,0,4886,3,1,33.3333333333,0.0613999181,314.5,17845,318.9444444444,475.4166666667,1420,4074.7722222222,Application,Non-library
cdk,git://github.com/cloudera/cdk.git,179,71,12,88,47697,49,952,56,460,9.387755102,1232,79.3333333333,383.8333333333,225,4606,0,0,600,2,2,3781,44,13,4606,46,15,32.6086956522,0.9986973513,87.5,30594,158.3888888889,231.5833333333,460,6306.2944444445,Non-web libraries and frameworks,Library
parquet-mr,git://github.com/apache/parquet-mr.git,128,29,68,147,86492,39,684,32,1084,27.7948717949,1728,10.0588235294,113.1029411765,464,7691,1,0,971,10,2,6256,78,27,7691,89,29,32.5842696629,1.1571967234,93,4423.6666666667,63.7205882353,61.5808823529,1084,1145.193627451,Software tools,Non-library
artemis-odb,git://github.com/junkdog/artemis-odb.git,152,28,15,27,5155,30,425,4,1195,39.8333333333,984,28.3333333333,205.6,403,3084,0,0,501,5,1,2180,63,21,3084,68,22,32.3529411765,2.2049286641,55.5,2934.6666666667,82.9777777778,116.9666666667,1195,877.0222222222,Non-web libraries and frameworks,Library
ribbon,git://github.com/Netflix/ribbon.git,455,249,23,132,5396,56,324,7,1158,20.6785714286,743,14.0869565217,126.1739130435,378,2902,4,0,362,3,2,2162,24,8,2902,31,10,32.2580645161,1.0682288077,214.75,2241,54.4202898551,70.1304347826,1158,747.6601449275,Web libraries and frameworks,Library
asciidoctorj,git://github.com/asciidoctor/asciidoctorj.git,141,20,21,54,3628,13,193,9,848,65.2307692308,425,9.1904761905,61.7142857143,128,1296,0,0,124,0,0,1044,25,8,1296,25,8,32,1.9290123457,59,205435,30.6349206349,35.4523809524,848,41281.6174603175,Non-web libraries and frameworks,Library
pentaho-kettle,git://github.com/pentaho/pentaho-kettle.git,289,133,73,403,607423,145,7586,35,3574,24.6482758621,15680,103.9178082192,780.8219178082,7320,57000,58,10,3285,22,3,46395,173,65,57000,253,78,30.8300395257,0.4438596491,224.5,55943.3333333333,319.2465753425,442.3698630137,3574,12100.6899543379,Software tools,Non-library
Activiti,git://github.com/Activiti/Activiti.git,917,250,200,1092,105662,33,5168,17,1878,56.9090909091,5533,25.84,141795,6073,28359,0,0,2961,4,2,19325,35,10,28359,39,12,30.7692307692,0.1375224796,614.75,85876,122545,83.8175,1878,17715.0225,Software tools,Non-library
jOOQ,git://github.com/jOOQ/jOOQ.git,861,91,28,210,227762,26,1507,8,1488,57.2307692308,4315,53.8214285714,853.3214285714,1569,23893,1,0,1286,9,7,21038,224,63,23893,234,70,29.9145299145,0.9793663416,297.5,56412,311.7142857143,453.5714285714,1488,11792.5571428571,Software tools,Non-library
eucalyptus,git://github.com/eucalyptus/eucalyptus.git,385,107,45,160,141739,51,3604,11,2418,47.4117647059,23763,80.0888888889,683.8666666667,2040,30774,9,0,3175,9,0,25559,40,17,30774,58,17,29.3103448276,0.188470787,174.25,13291,269.6518518519,381.9777777778,2418,3306.9759259259,System Software,Non-library
jcommon,git://github.com/facebook/jcommon.git,301,73,11,108,8562,17,537,3,1248,73.4117647059,292,48.8181818182,394.0909090909,71,4335,0,0,588,3,2,3676,28,7,4335,31,9,29.0322580645,0.7151095732,123.25,50814.6666666667,151.303030303,221.4545454545,1248,10511.7348484848,Non-web libraries and frameworks,Library
g4studio,git://github.com/xiongchun/g4studio.git,162,53,2,210,144405,3,3704,3,751,250.3333333333,72,1852,3039,540,6078,0,0,624,4,0,4914,27,9,6078,31,9,29.0322580645,0.5100361961,106.75,82764,1631,2445.5,751,17539.65,Application,Non-library
ambari,git://github.com/apache/ambari.git,221,86,41,257,233298,48,8916,25,1452,30.25,12704,217.4634146341,672.3170731707,3029,27565,0,0,2928,10,2,21608,4,2,27565,14,4,28.5714285714,0.0507890441,151.25,14781.6666666667,310.2601626016,444.8902439024,1452,3428.0134146342,Software tools,Non-library
blueprints,git://github.com/tinkerpop/blueprints.git,1106,107,44,256,16350,19,430,5,1968,103.5789473684,1759,9.7727272727,89.5681818182,419,3941,0,0,377,0,0,3145,14,4,3941,14,4,28.5714285714,0.3552397869,378.25,6737.6666666667,47.7803030303,49.6704545455,1968,1836.2734848485,Non-web libraries and frameworks,Library
XposedBridge,git://github.com/rovo89/XposedBridge.git,728,146,6,289,16180,7,92,3,1233,176.1428571429,199,15.3333333333,273.5,164,1641,1,0,96,1,0,1381,5,2,1641,7,2,28.5714285714,0.4265691651,292.25,44370,98.2777777778,144.4166666667,1233,9227.5888888889,Non-web libraries and frameworks,Library
aws-toolkit-eclipse,git://github.com/aws/aws-toolkit-eclipse.git,131,50,9,66,130188,9,1281,2,1662,184.6666666667,30,142.3333333333,949,700,8541,4,2,1090,0,0,6751,3,0,8541,7,2,28.5714285714,0.0819576162,64,179033,366.7777777778,545.6666666667,1662,36334.2888888889,Application,Non-library
opensearchserver,git://github.com/jaeksoft/opensearchserver.git,125,36,6,47,526614,54,1944,8,2623,48.5740740741,5080,324,2067.1666666667,1175,12403,2,2,1328,2,0,9900,3,0,12403,7,2,28.5714285714,0.0564379586,53.5,131852,799.0555555556,1195.5833333333,2623,27304.6277777778,Application,Non-library
CloudStack-archive,git://github.com/CloudStack-extras/CloudStack-archive.git,282,27,30,87,377589,121,5564,196,775,6.4049586777,12035,185.4666666667,2372.5666666667,11217,71177,1,1,5689,3,0,54271,54,15,71177,58,16,27.5862068966,0.0814869972,106.5,46673.6666666667,862.6777777778,1279.0166666667,775,9939.3722222222,System Software,Non-library
JGroups,git://github.com/belaban/JGroups.git,346,59,44,202,67970,175,874,107,4355,24.8857142857,17707,19.8636363636,393.5227272727,4224,17315,29,0,1258,18,13,11833,26,7,17315,73,20,27.397260274,0.421599769,162.75,33878.6666666667,152.4621212121,206.6931818182,4355,7751.1143939394,Non-web libraries and frameworks,Library
unfolding,git://github.com/tillnagel/unfolding.git,209,34,11,105,83899,3,422,9,1890,630,756,38.3636363636,283.5454545455,1016,3119,0,0,383,1,0,1720,21,6,3119,22,6,27.2727272727,0.7053542802,89.75,17850.3333333333,110.9696969697,160.9545454545,1890,4020.4015151515,Non-web libraries and frameworks,Library
choco3,git://github.com/chocoteam/choco3.git,104,25,7,34,49576,10,856,14,1488,148.8,3030,122.2857142857,1352,1810,9464,0,0,837,2,1,6817,9,2,9464,11,3,27.2727272727,0.1162299239,42.5,14283,493.7619047619,737.1428571429,1488,3408.880952381,Non-web libraries and frameworks,Library
bitcoinj,git://github.com/bitcoinj/bitcoinj.git,498,96,54,468,32680,17,705,19,1630,95.8823529412,2549,13.0555555556,239.7592592593,1178,12947,1,0,861,1,0,10908,30,8,12947,32,8,25,0.2471615046,279,5420.6666666667,102.2716049383,126.4074074074,1630,1511.6691358025,Non-web libraries and frameworks,Library
CommandBook,git://github.com/sk89q/CommandBook.git,127,25,15,97,3223,19,92,11,1451,76.3684210526,507,6.1333333333,58.8666666667,95,883,1,0,139,0,0,649,15,4,883,16,4,25,1.81200453,66,14260.6666666667,26.6666666667,32.5,1451,3167.3666666667,System Software,Non-library
hector,git://github.com/hector-client/hector.git,666,64,69,316,41406,38,493,43,1996,52.5263157895,2161,7.1449275362,68.2898550725,294,4712,0,0,489,3,1,3929,13,3,4712,16,4,25,0.3395585739,278.75,7067.6666666667,48.1449275362,37.7173913043,1996,1885.6557971015,Non-web libraries and frameworks,Library
spring-social,git://github.com/spring-projects/spring-social.git,417,93,20,218,16143,18,348,16,1831,101.7222222222,1633,17.4,81.45,28,1629,0,0,242,0,0,1359,8,2,1629,8,2,25,0.4910988336,187,3740.6666666667,39.6166666667,49425,1831,1169.5416666667,Non-web libraries and frameworks,Library
arquillian-core,git://github.com/arquillian/arquillian-core.git,160,22,42,110,8989,29,604,7,2128,73.3793103448,783,14.380952381,83.2142857143,112,3495,1,0,669,0,0,2714,7,2,3495,8,2,25,0.2288984263,83.5,7807.3333333333,46.5317460317,48.7976190476,2128,2022.8325396825,Software tools,Non-library
less4j,git://github.com/SomMeri/less4j.git,103,15,9,29,17934,51,1993,8,1163,22.8039215686,935,221.4444444444,522.7777777778,201,4705,0,0,514,3,0,3990,5,2,4705,8,2,25,0.170031881,39,42004,251.0740740741,372.1111111111,1163,8765.837037037,Software tools,Non-library
gwt-bootstrap,git://github.com/gwtbootstrap/gwt-bootstrap.git,416,69,48,192,120746,4,561,10,1085,271.25,941,11.6875,65.0625,309,3123,0,0,403,0,0,2411,8,2,3123,8,2,25,0.2561639449,181.25,82723.3333333333,41.5833333333,38375,1085,16813.9083333333,Web libraries and frameworks,Library
ScreenSlicer,git://github.com/MachinePublishers/ScreenSlicer.git,133,8,1,9,244816,4,231,2,274,68.5,279,231,1119,197,1119,8,2,105,0,0,817,0,0,1119,8,2,25,0.7149240393,37.75,899.3333333333,450.3333333333,675,274,467.2833333333,Application,Non-library
CircularReveal,git://github.com/ozodrukh/CircularReveal.git,777,37,8,158,1527,9,52,3,242,26.8888888889,63,6.5,37,45,296,0,0,33,0,0,218,4,1,296,4,1,25,1.3513513514,245,1614,17.1666666667,21.75,242,427.9833333333,Application,Non-library
jackson-dataformat-xml,git://github.com/FasterXML/jackson-dataformat-xml.git,110,16,12,51,4444,59,102,10,1683,28.5254237288,497,8.5,117.6666666667,324,1412,0,0,238,0,0,850,4,1,1412,4,1,25,0.283286119,47.25,26848.6666666667,46.0555555556,63.0833333333,1683,5737.6111111111,Non-web libraries and frameworks,Library
vlcj,git://github.com/caprica/vlcj.git,247,53,2,90,78643,34,491,3,2268,66.7058823529,1895,245.5,1715.5,217,3431,0,0,457,1,0,2757,3,1,3431,4,1,25,0.1165840863,98,26841.6666666667,654.3333333333,980.5,2268,6168.5,Non-web libraries and frameworks,Library
Java-Lang,git://github.com/OpenHFT/Java-Lang.git,199,47,15,54,76825,58,269,4,816,14.0689655172,950,17.9333333333,264.4666666667,234,3967,0,0,306,0,0,3427,4,1,3967,4,1,25,0.1008318629,78.75,74934.3333333333,99.1333333333,141.2,816,15213.8833333333,Non-web libraries and frameworks,Library
openiot,git://github.com/OpenIotOrg/openiot.git,138,81,13,84,216215,4,4621,15,803,200.75,661,355.4615384615,1135.8461538462,4529,14766,0,0,1181,1,1,9056,3,0,14766,4,1,25,0.0270892591,79,13757,501.4358974359,745.6538461538,803,3177.217948718,System Software,Non-library
morphia,git://github.com/mongodb/morphia.git,748,123,30,202,26124,24,381,3,1376,57.3333333333,664,12.7,121.3,664,3639,0,0,664,1,0,2311,3,1,3639,4,1,25,0.1099203078,275.75,2298.6666666667,54.6666666667,67,1376,814.4166666667,Non-web libraries and frameworks,Library
vk-android-sdk,git://github.com/VKCOM/vk-android-sdk.git,165,49,15,117,3096,24,161,4,580,24.1666666667,197,10.7333333333,127.3333333333,752,1910,2,0,141,0,0,1017,2,1,1910,4,1,25,0.2094240838,86.5,1505.3333333333,51.0222222222,69.0333333333,580,458.3777777778,Non-web libraries and frameworks,Library
jackson-annotations,git://github.com/FasterXML/jackson-annotations.git,283,41,15,103,2561,51,45,10,1326,26,290,3,8.4666666667,13,127,0,0,15,1,1,99,3,0,127,4,1,25,3.1496062992,110.5,67192.6666666667,8.8222222222,5.7333333333,1326,13728.7444444444,Non-web libraries and frameworks,Library
groovy-core,git://github.com/groovy/groovy-core.git,1355,130,200,399,197841,149,3610,36,4255,28.5570469799,12377,18.05,111535,1863,22307,1,1,1842,3,2,18602,595,144,22307,599,147,24.5409015025,2.6852557493,521,60176,109.8616666667,64.7925,4255,13025.3308333333,Software tools,Non-library
